,model,price,rating,rat1,rat2,processor,processor_core,ram,memory,gpu,resolution,os,warranty
199,MSI Katana 17 B13UDXK-255IN Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),"₹99,990",71,0,0,13th Gen Intel Core i7 13620H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR5 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 3050,"17.3 inches, 1920 x 1080 pixels",Windows 11 OS,2 Year Warranty
200,MSI Vector GP77 13VG-055IN Gaming Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹2,19,990",87,0,0,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",32 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 4070,"17.3 inches, 2560 x 1440 pixels",Windows 11 OS,2 Year Warranty
201,Dell Inspiron 3520 D560924WIN9G Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹58,590",63,0,0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
202,Lenovo IdeaPad Slim 1 82VG009MIN Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),"₹40,990",0,56,0,AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8 GB LPDDR5 RAM,512 GB SSD,AMD Radeon Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
203,Samsung Galaxy Book 3 Pro NP960XFG-KC1IN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹1,49,990",73,0,0,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5 RAM,512 GB SSD,‎Intel Iris Xe Graphics,"16 inches, 2880 x 1800 pixels",Windows 11 OS,1 Year Warranty
204,Samsung Galaxy Book 3 Pro 14 NP940XFG-KC1IN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹1,31,990",71,0,0,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5 RAM,512 GB SSD,‎Intel Iris Xe Graphics,"14 inches, 2880 x 1800 pixels",Windows 11 OS,1 Year Warranty
205,Samsung Galaxy Book 3 Pro 14 NP940XFG-KC5IN Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),"₹1,55,990",74,0,0,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5 RAM,1 TB SSD,‎Intel Iris Xe Graphics,"14 inches, 2880 x 1800 pixels",Windows 11 OS,1 Year Warranty
206,Samsung Galaxy Book 3 360 15 NP750QFG-KA2IN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹1,23,089",71,0,0,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR4x RAM,512 GB SSD,Intel Iris Xe Graphics,"15.6 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
207,Samsung Galaxy Book 3 Pro 360 NP960QFG-KA1IN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹1,63,990",81,0,0,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16 GB DDR5 RAM,512 GB SSD,Intel Iris Xe Graphics,"16 inches, 2880 x 1800 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
208,Asus VivoBook 15 X515EA-EJ701WS Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹56,990",61,0,0,11th Gen Intel Core i7 1165G7,"Quad Core, 8 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Integrated Iris Xe,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
209,Asus VivoBook 15 X1500EA-EJ3379WS Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹37,990",0,51,0,11th Gen intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4  RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
210,HP 14s-dq2649TU Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹41,990",61,0,0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
211,Samsung Galaxy Book 2 NP550XED-KA3IN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹72,990",63,0,0,11th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
212,Lenovo V15 ITL G2 82KBA033IH Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹35,990",62,0,0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
213,MSI Modern 14 C12M-269IN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹41,990",61,0,0,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
214,Honor MagicBook X14 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹43,990",62,0,0,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,‎Intel Iris Xe Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
215,Chuwi CoreBook X Laptop (12th Gen Core i3/ 16GB/ 512GB SSD/ Win11),"₹33,990",0,54,0,12th Gen Intel ‎Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",16 GB DDR4 RAM,512 GB SSD,Intel HD Graphics,"14 inches, 2160 x 1440 pixels",Windows 11 OS,1 Year Warranty
216,Asus Vivobook Pro 15 OLED M3500QC-L1502WS Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹74,500",67,0,0,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",16 GB DDR4  RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
217,Dell Vostro 3420 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹55,990",0,59,0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,Intel UHD Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
218,Dell Vostro 3420 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹41,990",0,56,0,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel UHD Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
219,Asus Vivobook 15 X1502ZA-EJ381WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹40,990",0,55,0,12th Gen Intel Core i3 1220P,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
220,Asus Vivobook Pro 15 K6502HCB-LP901WS Gaming Laptop (11th Gen Core i9/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹85,990",71,0,0,11th Gen Intel Core i9 11900H,"Octa Core, 16 Threads",16 GB  RAM,512 GB SSD,4 GB NVIDIA RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
221,Dell Inspiron 5620 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 2GB Graph),"₹1,03,500",69,0,0,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,2 GB NVIDIA GeForce MX570,"16 inches, 1920 x 1080 pixels",Windows 11  OS,1 Year Warranty
222,HP Pavilion 14-dv2014TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),"₹66,990",65,0,0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
223,Lenovo IdeaPad Slim 3 82H802XXIN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹57,490",63,0,0,11th Gen Intel Core i5 1135G7 ,"Quad Core, 8 Threads",16 GB DDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
224,Asus Vivobook 16X M1603QA-MB512WS Laptop (Ryzen 5-5600H/ 16GB/ 512GB SSD/ Win11 Home),"₹54,990",68,0,0,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,AMD Radeon Vega 7,"16 inches, 1200 x 1920 pixels",Windows 11 OS,1 Year Warranty
225,Asus Vivobook 15 2022 X1502ZA-EJ514WS Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹53,990",62,0,0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Iris Xe,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
226,Lenovo IdeaPad Gaming 3 82K1017WIN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹57,300",69,0,0,11th Gen Intel Core i5 11300H,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce GTX 1650 ,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
227,Dell G15-5521 D560899WIN9S Gaming Laptop (12th Gen Core i9/ 16GB/ 1TB SSD/ Win 11/ 8GB Graph),"₹1,77,990",72,0,0,12th Gen Intel Core i9 12900H,"14 Cores (6P + 8E), 20 Threads",16 GB LPDDR5 RAM,1 TB SSD,8 GB NVIDIA GEFORCE RTX 3070 Ti,"15.6 inches, 2560 x 1440 pixels",Windows 11 OS,1 Year Warranty
228,Dell G15-5521 D560897WIN9S Gaming Laptop (12th Gen Core i9/ 16GB/ 1TB SSD/ Win 11/ 6GB Graph),"₹1,38,990",71,0,0,12th Gen Intel Core i9 12900H,"14 Cores (6P + 8E), 20 Threads",16 GB LPDDR5 RAM,1 TB SSD,8 GB NVIDIA GEFORCE RTX 3070 Ti,"15.6 inches, 2560 x 1440 pixels",Windows 11 OS,1 Year Warranty
229,Asus Vivobook 14 OLED X1405ZA-KM311WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹47,990",0,56,0,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB LPDDR4 RAM,512 GB SSD,Intel Iris Xe,"14 inches, 2880 x 1800 pixels",Windows 11 OS,1 Year Warranty
230,Asus Vivobook 15 OLED X1505ZA-L1511WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹65,990",61,0,0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Integrated Iris Xe,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
231,HP Pavilion 15-eg2018TX Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 2GB Graph),"₹74,499",0,56,0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,2 GB NVIDIA GeForce MX550,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
232,Microsoft Surface Pro 9 QEZ-00065 Laptop (12th Gen Core i5/ 8GB/ 256GB SSD/ Win11),"₹1,13,199",0,51,0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB LPDDR5 RAM,256 GB SSD,Intel Iris Xe Graphics,"13 inches, 2880 x 1920 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
233,Honor MagicBook 14 M-WFQ9AHNE Laptop (AMD Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11),"₹40,990",0,59,0,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,AMD Radeon,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
234,HP Victus 15-fa0092TX Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹76,990",69,0,0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
235,Lenovo IdeaPad Gaming 3 82S900HNIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹74,990",73,0,0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
236,HP 247 G8 ‎6B5R3PA Laptop (AMD Ryzen 3 5300U/ 8GB/ 512GB SSD/ FreeDOS),"₹30,100",0,56,0,5th Gen AMD Ryzen 3  5300U,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,AMD Radeon Graphics,"14 inches, 1366 x 768 pixels",DOS OS,1 Year Warranty
237,Lenovo IdeaPad Flex 5 82R70069IN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹74,990",60,0,0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR4x RAM,512 GB SSD,Intel Integrated Intel Iris Xe Graphics,"14 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
238,Honor MagicBook 14 WDQ9BHNE Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11),"₹38,990",0,53,0,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,AMD Radeon,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
239,HP Chromebook 14a-na1004TU Laptop (Celeron N4500/ 4GB/ 64GB eMMC/ Chrome OS),"₹20,990",0,44,0,Intel Celeron  N4500,"Dual Core, 2 Threads",4 GB LPDDR4 RAM,64 GB Hard Disk,Intel Integrated UHD Graphics,"14 inches, 1366 x 768 pixels, Touch Screen",Chrome OS,1 Year Warranty
240,Asus TUF Gaming A15 2022 FA506QM-HN008W Gaming Laptop (AMD Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),"₹87,990",71,0,0,5th Gen AMD Ryzen 7  5800H,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 3060,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
241,Asus VivoBook 14 2022 X1402ZA-MW311WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹43,990",63,0,0,12th Gen Intel Core i3 1220P,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"14 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
242,Honor MagicBook X 16 2022 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹52,999",63,0,0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR4x RAM,512 GB SSD,Intel Iris Xe,"16 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
243,HP Envy x360 13-bf0078TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹80,990",65,0,0,12th Gen Intel Core i5 1230U,"10 Cores (2P + 8E), 12 Threads",8 GB LPDDR4x RAM,512 GB SSD,Intel Iris X Graphics,"13.3 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
244,MSI Katana GF66 12UC-636IN Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹68,990",67,0,0,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,2 Year Warranty
245,MSI Katana GF66 12UD-640IN Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹75,990",76,0,0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050 Ti,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,2 Year Warranty
246,MSI Crosshair 15 B12UGZ-1012IN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹1,34,900",81,0,0,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16 GB DDR4 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 3070,"15.6 inches, 2560 x 1440 pixels",Windows 11 OS,2 Year Warranty
247,MSI Pulse GL66 12UEK-898IN Gaming Laptop (12th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),"₹1,14,990",78,0,0,12th Gen Intel Core i9 12900H,"14 Cores (6P + 8E), 20 Threads",16 GB DDR4 RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 3060,"15.6 inches, 2560 x 1440 pixels",Windows 11 OS,2 Year Warranty
248,Lenovo V15 82KDA01EIH Laptop (AMD Ryzen 3 5300U/ 8GB/ 512GB SSD/ Win11 Home),"₹39,590",62,0,0,5th Gen AMD Ryzen 3 5300U,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,AMD Radeon Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
249,Lenovo IdeaPad Gaming 3 15IAH7 82S900R6IN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹74,990",75,0,0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
250,Lenovo Legion 5 15ACH6 82JU018YIN Gaming Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),"₹1,04,990",75,0,0,5th Gen AMD Ryzen 7  5800H,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 3060,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
251,Dell Inspiron 3525 D560789WIN9S Laptop (AMD Ryzen 5-5625U/ 8GB/ 512GB SSD/ Win11),"₹54,490",68,0,0,5th Gen AMD Ryzen 5 5625U,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,AMD Radeon Radeon Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
252,Acer Extensa 15 EX215-54 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹33,990",0,50,0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
253,Acer Nitro 5 AN515-45 Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹62,540",69,0,0,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce GTX 1650,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
254,Xiaomi Notebook Pro 120G Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹64,999",69,0,0,12th Gen Intel Core i5 12450H ,"Octa Core, 12 Threads",16 GB LPDDR5 RAM,512 GB SSD,Intel UHD Graphics,"14 inches, 2560 x 1600 pixels",Windows 11 OS,1 Year Warranty
255,Xiaomi Notebook Pro 120G Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 2GB Garph),"₹71,999",73,0,0,12th Gen Intel Core i5 12450H ,"Octa Core, 12 Threads",16 GB LPDDR5 RAM,512 GB SSD,2 GB Nvidia MX550 Graphics,"14 inches, 2560 x 1600 pixels",Windows 11 OS,1 Year Warranty
256,HP Pavilion x360 14-ek0074TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹73,490",68,0,0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Integrated Iris Xe,"14 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
257,HP 14s-dy2508TU Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹40,990",0,54,0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
258,Lenovo IdeaPad Gaming 3 82K201UEIN Laptop (AMD Ryzen 5-5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹55,990",69,0,0,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce GTX 1650,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
259,HP Victus 15-fb0053AX Gaming Laptop (Ryzen 7-5800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹79,999",71,0,0,5th Gen AMD Ryzen 7 5800H ,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"16.1 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
260,Acer Nitro 5 AN515-58 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹81,990",72,0,0,12th Gen Intel Core i5 12500H ,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
261,Asus ZenBook Pro Duo 14 OLED UX8402ZE-LM921WS Laptop (12th Gen Core i9/ 32GB/ 1TB SSD/ Win11 Home/ 4GB Graph),"₹1,49,990",85,0,0,12th Gen Intel Core i9 12900H,"14 Cores (6P + 8E), 20 Threads",32 GB LPDDR5 RAM,1 TB SSD,4 GB NVIDIA GeForce RTX 3050 Ti ,"14.5 inches, 2880 x 1800 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
262,Asus ZenBook Pro Duo 14 OLED 2022 UX8402ZE-M711WS Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),"₹1,29,990",81,0,0,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16 GB LPDDR5 RAM,1 TB SSD,4 GB NVIDIA GeForce RTX 3050 Ti,"14.5 inches, 2880 x 1800 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
263,Asus TUF Gaming A15 2022 FA577RM-HF031WS Gaming Laptop (AMD Ryzen 7 6800H/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),"₹1,12,990",81,0,0,6th Gen AMD Ryzen 7 6800H ,"Octa Core, 16 Threads",16 GB DDR5 RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 3060,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
264,HP Victus 15-fa0353TX Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹89,490",63,0,0,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
265,Lenovo Ideapad Slim 3 82H802KVIN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹50,990",0,59,0,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Iris XE Graphic,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
266,Lenovo IdeaPad Gaming 3 15IAH7 82S900RAIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹74,990",74,0,0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
267,Acer Aspire 3 A315-59 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹41,990",0,54,0,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics ,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
268,Lenovo IdeaPad Gaming 3 82K201Y9IN Laptop (AMD Ryzen 5-5600H/ 8GB/ 1TB 256GB SSD/ Win11 Home/ 4GB Graph),"₹53,990",69,0,0,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",8 GB DDR4 RAM,1 TB Hard Disk,256 GB SSD,4 GB NVIDIA GeForce GTX 1650,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS
269,Acer Extensa EX215-54 NX.EGJSI.00N Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹42,990",0,59,0,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated Iris Xe,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
270,Lenovo Ideapad Slim 3i 81WQ00NXIN Laptop (Intel Celeron N4020/ 8GB/ 256GB SSD/ Win11),"₹28,490",0,49,0,Intel Celeron  N4020,"Dual Core, 2 Threads",8 GB DDR4 RAM,256 GB SSD,Intel Integrated UHD,"15.6 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
271,HP Pavilion 15s-FR5007TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹59,490",0,59,0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Iris Xe,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
